n_inmueble;area;cuartos;aseos;precio;distrito;n_school;dist_nearest_school;n_hospital;dist_nearest_hosp;n_malls;dist_nearest_mall;n_rest;dist_nearest_rest;n_supermarket;dist_nearest_super;n_bank;dist_nearest_bank
452;403.0;3.0;3.5;895000.0;San Isidro;25;0.04187299559799005;3;0.2601177342788028;12;0.2766643434770705;48;0.2881718779675131;3;0.2882401290820184;22;0.2585056425920148
453;174.0;3.0;2.5;265500.0;Magdalena del Mar;60;0.1848358882666829;20;0.20529121717245066;12;0.352643244411116;60;0.2955417763390511;3;0.4108857960519606;12;0.3104469604562972
454;94.0;3.0;2.0;198000.0;Magdalena del Mar;41;0.2615737627220024;8;0.31968750758317804;8;0.24073035101765705;44;0.15712692868920158;1;0.6577199229972573;27;0.27942738842730924
455;253.0;4.0;2.0;410000.0;Miraflores;47;0.06440054773572941;7;0.29354979621987953;22;0.018080150051863256;60;0.12317238724208178;5;0.32095595997619364;14;0.1070840631136335
456;155.0;2.0;2.5;507100.0;San Isidro;23;0.2826321471635754;1;0.5992636946988218;24;0.2867047273387476;60;0.2530775862303292;3;0.4368891564357983;20;0.0937613311170517
457;134.0;2.0;2.0;168000.0;Magdalena del Mar;55;0.07941719256736023;15;0.01835647730778664;9;0.13909027807220334;60;0.0874186627249714;3;0.3047499221826984;17;0.18843353381691574
458;227.0;4.0;4.0;390000.0;Magdalena del Mar;45;0.017348729868957954;9;0.15807312275178328;8;0.1599455668697452;51;0.14713713897153285;3;0.3735463285125292;18;0.16545187050297355
459;187.0;3.0;2.0;380000.0;San Isidro;34;0.11219199026044904;3;0.05323549208329023;8;0.12906091400167427;41;0.1253238175220607;4;0.18186332175768533;18;0.14480366259221106
460;99.0;3.0;2.5;242444.0;Magdalena del Mar;55;0.07941719256736023;15;0.01835647730778664;9;0.13909027807220334;60;0.0874186627249714;3;0.3047499221826984;17;0.18843353381691574
461;184.0;3.0;2.0;252197.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
462;62.0;1.0;1.0;132323.0;Magdalena del Mar;45;0.11846811461953065;6;0.23137682610311755;6;0.28278294250274105;40;0.1829227476354361;0;0.7001788834405158;26;0.27484174765273034
463;110.0;3.0;3.0;297000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
464;190.0;3.0;2.0;340000.0;Santiago de Surco;42;0.1429091716660632;6;0.27086679631109073;22;0.5088491674294453;60;0.1883629581731893;6;0.3552743821815998;11;0.26634282470925513
465;95.0;4.0;2.0;169999.0;Miraflores;60;0.09390000164578266;17;0.13913092002421718;60;0.015757957744194053;60;0.012035023035935757;10;0.2633525889542112;43;0.0900823639402724
466;227.0;3.0;2.0;270000.0;Santiago de Surco;52;0.0839293084540443;17;0.09134626982348114;35;0.1020083824191231;60;0.11540157263184762;7;0.17013516877473608;23;0.06379588237208038
467;150.0;2.0;2.0;390000.0;Barranco;60;1.3829906075911351e-12;7;0.14018691609288622;9;0.12658543989351242;60;1.3829906075911351e-12;5;0.21222278681094112;14;0.0420563397507221
468;138.0;2.0;2.0;285000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
469;194.0;3.0;4.0;426800.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
470;80.0;2.0;1.0;114000.0;Surquillo;51;0.07783554981779607;6;0.10349871077787694;38;0.1580451733850476;60;0.1780240202712084;9;0.16334792577242666;13;0.2219066102553193
471;114.0;3.0;2.0;199000.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
472;108.0;3.0;2.0;150000.0;Miraflores;48;0.06463478027385196;6;0.3057105488379629;4;0.4768255058274674;60;0.13130727250195615;9;0.2288221181687411;11;0.2373963093923052
473;73.0;3.0;2.0;105000.0;La Molina;12;0.22245718628123304;1;0.21883305388558194;4;0.4701366148556525;18;0.3062135453681572;0;1.080419002869902;1;0.1761077422703999
474;73.0;3.0;2.0;105000.0;La Molina;12;0.22245718628123304;1;0.21883305388558194;4;0.4701366148556525;18;0.3062135453681572;0;1.080419002869902;1;0.1761077422703999
475;52.0;2.0;1.0;120000.0;La Molina;7;0.3538061200050691;2;0.5821326732062285;0;0.9761960208743671;6;0.5189384543958716;0;1.1009544530058701;0;1.003659885794654
476;52.0;2.0;1.0;120000.0;La Molina;7;0.33894632968411137;2;0.560026106027834;0;0.9859520207093462;6;0.5227123236742948;0;1.0980399855008691;0;1.006074185674948
477;73.0;3.0;2.0;105000.0;La Molina;12;0.22245718628123304;1;0.21883305388558194;4;0.4701366148556525;18;0.3062135453681572;0;1.080419002869902;1;0.1761077422703999
478;102.0;2.0;2.0;93000.0;San Miguel;58;1.3833336977292186e-12;13;0.17199499676937238;15;0.06664496626395885;60;0.015329486956984396;12;0.35506178717812403;25;1.383335608471102e-12
479;97.0;2.0;2.0;195000.0;Santiago de Surco;26;0.17254677677468747;1;0.34461396700915264;2;0.5843905978547691;3;0.3817536131823857;2;0.13785772768322796;0;0.8764829403726029
480;97.0;3.0;2.0;159000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
481;133.0;3.0;4.0;229000.0;San Borja;60;0.005657789537500717;16;0.2416163003119228;60;0.07502440868689361;60;0.005657789537500717;8;0.2252580325997593;22;0.1294102014317009
482;97.0;3.0;2.0;161000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
483;130.0;2.0;3.0;298800.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
484;130.0;2.0;3.0;298000.0;San Isidro;18;0.3207531413838894;3;0.4181408037385769;9;0.4355656304681671;48;0.3124540447745502;3;0.4890180699859421;27;0.31498803896429034
485;104.0;2.0;2.0;95000.0;San Miguel;60;0.1896563382227021;6;0.16772877400216865;16;0.10672419357688144;60;0.06120594710677898;3;0.12737756471001774;21;0.12903924473333822
486;200.0;3.0;4.0;265000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
487;80.0;2.0;2.0;161000.0;San Borja;7;0.1325282249598477;0;0.7715527407851662;2;0.17015871562503246;8;0.20827789099865232;0;1.4206252195503792;0;1.666452738017374
488;122.0;2.0;2.5;378237.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
489;96.0;3.0;2.0;124800.0;San Miguel;56;0.0842129946328169;13;0.2404770878411336;15;0.16437007772664414;60;0.1533464210888994;2;0.39275090816662495;14;0.3246930837480917
490;205.0;3.0;3.0;348000.0;San Borja;14;0.1219273747266927;0;1.056020002059603;1;0.39089658294106505;8;0.2124251415753964;0;1.0163781933463871;9;0.5165132803017671
491;62.0;1.0;2.0;76801.0;Breña;60;0.047011900263049335;23;0.2309831356733579;45;0.14628973621952834;60;0.0822797430742186;6;0.2035771052889888;12;0.08880153428163483
492;132.0;2.0;3.0;283320.0;Miraflores;60;0.04222148233087408;18;0.17878561683839367;24;0.08151465249347994;60;0.05393415708522625;4;0.3302067990981339;17;0.30245947985878163
493;63.0;1.0;1.0;153823.0;Barranco;49;0.1028725237621798;3;0.5984749942079808;7;0.15229538292837647;60;0.0952526409491781;3;0.2487857595750702;1;0.6057771107480915
494;70.0;1.0;2.0;178908.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
495;41.0;1.0;1.0;88986.0;Surquillo;24;0.14200611113603634;13;0.21990690040867308;11;0.13974371595866225;60;0.13211402347128912;5;0.0885618195591395;16;0.11714844728631585
496;37.0;1.0;1.0;70678.0;La Victoria;60;0.13434302636368073;8;0.514291148758633;19;0.10899078969773104;60;0.05035280613356378;4;0.19904262227951372;8;0.24923144587460005
497;37.0;1.0;1.0;66597.0;La Victoria;39;0.16019746607070928;4;0.2285495960559921;15;0.213808343006924;60;0.1365854721419991;5;0.3635546484265693;5;0.1603461101191813
498;328.0;3.0;5.0;493869.0;San Borja;22;0.14015707985389836;21;0.22683113872903574;3;0.3720287491441567;33;0.21269578826103064;6;0.3435189013954305;5;0.3876824969498648
499;72.0;3.0;2.0;130000.0;Barranco;60;1.3829906075911351e-12;7;0.14018691609288622;9;0.12658543989351242;60;1.3829906075911351e-12;5;0.21222278681094112;14;0.0420563397507221
500;79.0;2.0;2.0;129052.0;Surquillo;30;0.1083093233083584;4;0.24497678170737355;21;0.3696237051684101;60;0.20884844760991167;3;0.4933466268730994;14;0.3636033729855796
501;100.0;3.0;4.0;240000.0;Miraflores;42;0.08450988262273752;12;0.20747676643878096;12;0.238074984359794;60;0.07941444173454247;8;0.5238353885348253;16;0.3980049461331903
502;110.0;3.0;2.0;230000.0;Santiago de Surco;33;0.1523646847818389;9;0.4072640294319635;10;0.2529768888194484;60;0.12651976223779304;6;0.33384083383325536;10;0.42975284491809457
503;413.0;4.0;6.0;1000000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
504;142.0;3.0;1.0;140000.0;Cercado de Lima;45;0.14678658724806518;1;0.5167628312247283;10;0.3123386919040315;60;0.253585431582891;3;0.33507374050049904;3;0.4214234523007175
505;94.0;2.0;3.0;215000.0;San Isidro;39;0.052406346629738455;9;0.18293218861214344;16;0.10257561575374824;60;0.19045500991266612;3;0.4293026648639069;36;0.24558617908895705
506;256.0;2.0;2.5;1180000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
507;180.0;4.0;3.0;305000.0;Jesus Maria;60;0.0938053178842843;15;0.2960027577534426;8;0.5457331263117612;60;0.12591372287572786;4;0.07067590820957864;7;0.15925988309031752
508;132.0;3.0;2.0;225000.0;San Borja;46;0.027203701692001675;3;0.32463520355494346;7;0.10399904128398013;21;0.4377881497905369;6;0.4541262880425178;12;0.5108520609554351
509;510.0;4.0;5.0;879900.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
510;80.0;1.0;1.5;170000.0;Barranco;52;0.06441474780288474;3;0.5850568217078355;7;0.07084506778325553;60;0.013402303416057007;4;0.17894265562678238;3;0.6286697108511068
511;90.0;3.0;2.0;184000.0;San Borja;23;0.1628473052999412;5;0.002783769414741673;6;0.5170471172183312;25;0.40566100545120337;2;0.6120923470724807;8;0.43170659510824577
512;123.0;2.0;2.5;283314.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
513;37.0;1.0;1.0;76651.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
514;750.0;5.0;5.0;1500000.0;San Isidro;24;0.05151210298253644;4;0.15148442002022885;5;0.2741569668048308;28;0.20168247226571864;3;0.20102979592112932;18;0.17707969971461696
515;235.0;3.0;3.5;625000.0;San Isidro;45;0.19647866061609426;21;0.4649303790573685;16;0.2806324180192133;60;0.12225414445495487;5;0.3365954266848308;36;0.18561641587204006
516;51.0;1.0;1.0;79358.0;San Miguel;53;0.0304478819331996;5;0.07021759120610438;2;0.11684575234881812;60;0.15669603512008098;1;0.5815138862829164;4;0.16206206286387673
517;130.0;4.0;2.0;265000.0;Santiago de Surco;31;0.14168602731642216;6;0.5580418844357153;4;0.32522901799086434;60;0.14048868521472885;2;0.4285507574455663;7;0.3707847009714207
518;221.0;3.0;3.0;729500.0;San Isidro;42;0.055785461136461614;11;0.3659189664556362;25;0.049316220807872437;60;0.01165782814550253;4;0.3513286364100389;31;0.08350603221064846
519;163.0;3.0;2.5;358600.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
520;270.0;3.0;3.0;530000.0;Chorrillos;45;0.12283678452787795;9;0.2939947687482243;8;0.1728241014605041;60;0.05796885418687734;3;0.4825132065232939;9;0.4978084162058372
521;65.0;3.0;2.0;52000.0;Comas;60;0.10836771867401723;6;0.14853364992463364;26;0.1912301171067573;60;0.1891730140491452;6;0.23346302415704445;16;0.29847008464403885
522;109.0;3.0;2.0;226500.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
523;134.0;2.0;3.5;212750.0;Lince;60;0.05732800332432581;43;2.7665903279112808e-12;49;0.08751644027092781;60;2.7665865065392422e-12;17;0.11907016240238127;29;2.7665903279112808e-12
524;48.0;1.0;1.0;111800.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
525;77.0;1.0;1.0;119361.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
526;108.0;3.0;4.0;232200.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
527;56.0;2.0;2.0;101609.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
528;157.0;3.0;3.0;406000.0;Santiago de Surco;30;0.14953639857468418;4;0.4051502402506495;3;0.3413582282571572;5;0.33358440920859345;0;0.7237694823983174;1;0.5849787863427646
529;180.0;3.0;3.5;690000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
530;51.0;1.0;1.0;79358.0;San Miguel;53;0.0304478819331996;5;0.07021759120610438;2;0.11684575234881812;60;0.15669603512008098;1;0.5815138862829164;4;0.16206206286387673
531;372.0;3.0;4.0;890000.0;Miraflores;30;2.766188738452512e-12;6;0.3951833878925549;8;0.40914821035240734;50;0.2052650949989489;5;0.08403905288314828;22;0.19918144356645665
532;300.0;3.0;4.0;850000.0;Barranco;60;1.3829906075911351e-12;7;0.14018691609288622;9;0.12658543989351242;60;1.3829906075911351e-12;5;0.21222278681094112;14;0.0420563397507221
533;127.0;3.0;4.0;318967.0;San Borja;23;0.15629464075697927;3;0.20592095943912647;4;0.659164200514264;32;0.1613615682683851;2;0.42905956347512203;10;0.22453478293221427
534;231.0;3.0;3.0;721875.0;San Isidro;42;0.055785461136461614;11;0.3659189664556362;25;0.049316220807872437;60;0.01165782814550253;4;0.3513286364100389;31;0.08350603221064846
535;112.0;3.0;2.0;221000.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
536;72.0;3.0;2.0;122211.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
537;56.0;2.0;2.0;103789.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
538;56.0;2.0;2.0;103789.0;San Miguel;50;0.07181806504542992;2;0.5581729841479339;11;0.287467655930716;60;0.08743268063454859;3;0.4972632083245948;4;0.386839268260986
539;88.0;3.0;2.0;155000.0;Magdalena del Mar;60;0.04771991556663685;20;0.06082133145874464;34;0.36754352723999395;60;0.017873164692532386;6;0.2216130456043494;15;0.16682180996626936
540;100.0;2.0;1.0;200000.0;Miraflores;31;0.07450283060044402;1;0.6499264339406845;28;0.08731264083301166;60;0.03574209539527588;5;0.19227895185505106;21;0.1630751844406988
541;316.0;3.0;3.5;1000000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
542;157.0;3.0;2.0;406000.0;Santiago de Surco;30;0.13340043059484522;4;0.4044804519057368;2;0.3116014481516288;5;0.3536554250642029;0;0.7336992943831682;1;0.6058402620841717
543;94.0;3.0;3.0;144000.0;San Miguel;58;1.3833336977292186e-12;13;0.17199499676937238;15;0.06664496626395885;60;0.015329486956984396;12;0.35506178717812403;25;1.383335608471102e-12
544;74.0;3.0;4.0;92000.0;Santiago de Surco;31;0.09849288813669277;6;0.14469077320611293;9;0.26545727260325314;60;0.1209631049939492;6;0.2094756937605756;4;0.14443114259719395
545;84.0;2.0;2.0;79532.0;La Victoria;43;0.0919146035910696;3;0.24558503077448446;29;0.017784079427139606;60;0.011589595974121677;5;0.2220874639950597;11;0.031505851095897035
546;124.0;3.0;2.5;280000.0;San Borja;38;0.12192002524045616;16;0.16024057044782508;13;0.19632093097433534;60;0.07236263711835439;2;0.30988191053850705;12;0.15234537147727667
547;110.0;3.0;3.0;248417.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
548;230.0;3.0;4.0;345000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
549;114.0;3.0;2.5;742585.0;Lince;60;0.05167430962726261;14;0.28976605749529577;16;0.17249905057030673;60;0.16229583803438866;6;0.21891513264374293;21;0.2272730005067896
550;173.0;2.0;4.0;416598.0;San Borja;51;0.04457970378779202;7;0.2906096761163364;16;0.15046574437930693;44;0.014163554209750462;5;0.2510576679099781;15;0.10411808043500627
551;400.0;4.0;3.5;1000000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
552;65.0;2.0;2.0;116071.0;Jesus Maria;60;0.06550934924440224;41;0.08032465674750952;39;0.13644454650620805;60;0.06435250735512503;3;0.4674644460246348;15;0.101017848608785
553;109.0;3.0;2.0;217800.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
554;289.0;4.0;4.0;880000.0;San Isidro;22;0.10017689725051757;3;0.2858211518111145;6;0.3920668807336222;32;0.1817273142537083;3;0.18211399184026344;19;0.1859273160355825
555;108.0;3.0;2.0;217800.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
556;250.0;3.0;3.5;547000.0;Miraflores;38;0.053702844602303366;5;0.08494757876281303;6;0.3461903955383929;60;0.2875188922357226;5;0.4637151045363109;14;0.19421654838605168
557;174.0;2.0;2.0;390000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
558;244.0;4.0;6.0;350000.0;San Borja;19;0.19773877808710547;0;0.8439402445072106;1;0.6136888423657411;5;0.11984849100680045;0;0.8018778608879855;0;0.8112998351779748
559;72.0;2.0;2.0;89000.0;Ate;19;0.1371258363516601;3;0.2316197560255725;0;0.7333531820706976;27;0.2224141122750056;1;0.6968782397201586;1;0.2638679367689508
560;140.0;3.0;2.0;128000.0;Chorrillos;36;1.3827620656296169e-12;7;1.3827639755819288e-12;6;0.047142139649871385;60;1.3827620656296169e-12;3;0.05537231639186907;13;0.04995601240275915
561;46.0;1.0;1.0;60705.0;La Victoria;60;0.04674283304158208;4;0.2387084139834457;21;0.23444740414400175;60;0.056910820431873024;3;0.2934394682410965;8;0.21721243705254487
562;45.0;1.0;1.0;106000.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
563;101.0;3.0;2.0;131105.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
564;80.0;3.0;2.0;129866.0;San Miguel;58;1.3833336977292186e-12;13;0.17199499676937238;15;0.06664496626395885;60;0.015329486956984396;12;0.35506178717812403;25;1.383335608471102e-12
565;228.0;5.0;4.0;270000.0;Santiago de Surco;40;0.16002823269096567;6;0.28355931225164577;6;0.3721473252196368;60;0.21207589186905826;6;0.4068724354144893;15;0.2509407850518222
566;200.0;3.0;2.5;285000.0;Santiago de Surco;44;0.16999071985782285;8;0.18505740167479828;5;0.4923072778852008;60;0.1737043512129408;9;0.19605771540435965;25;0.1905317520182731
567;120.0;3.0;3.0;330000.0;Chorrillos;25;0.12407326797216645;5;0.5257682642562184;5;0.3269644280104778;60;0.036664301908995424;3;0.3327718393101232;16;0.27225005483098896
568;127.0;4.0;3.5;153000.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
569;72.0;3.0;2.0;120348.0;San Miguel;50;0.07181806504542992;2;0.5581729841479339;11;0.287467655930716;60;0.08743268063454859;3;0.4972632083245948;4;0.386839268260986
570;191.0;3.0;3.0;465000.0;Santiago de Surco;30;0.14953639857468418;4;0.4051502402506495;3;0.3413582282571572;5;0.33358440920859345;0;0.7237694823983174;1;0.5849787863427646
571;108.0;1.0;1.0;275830.0;Miraflores;24;0.1955511731602514;2;0.2307820266599008;5;0.1121146275561919;60;0.16513891019004415;0;0.9377722557831604;6;0.252079811365973
572;48.0;1.0;1.0;74664.0;San Miguel;53;0.0304478819331996;5;0.07021759120610438;2;0.11684575234881812;60;0.15669603512008098;1;0.5815138862829164;4;0.16206206286387673
573;304.0;3.0;4.0;550000.0;Miraflores;37;0.11875877631713967;7;0.20443513683250528;23;0.18259092968262364;60;0.17819597898418196;5;0.24671564506143964;13;0.13218319986655575
574;233.0;3.0;3.5;570850.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
575;296.0;3.0;3.5;568566.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
576;72.0;3.0;2.0;123411.0;San Miguel;47;0.06800117577459974;4;0.4984021088830501;6;0.4930183917370869;51;0.05227012397177901;1;0.4444107682115134;4;0.29585327519144405
577;218.0;3.0;4.0;654000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
578;298.0;3.0;4.0;755000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
579;72.0;3.0;2.0;120113.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
580;71.0;3.0;2.0;98000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
581;82.0;2.0;2.0;329400.0;Barranco;60;0.03872110191551322;5;0.5399145033425594;7;0.13164983580183928;60;0.036833864658813484;8;0.08223525125366635;4;0.5118224387906629
582;93.0;3.0;3.0;169568.0;Jesus Maria;60;0.06550934924440224;41;0.08032465674750952;39;0.13644454650620805;60;0.06435250735512503;3;0.4674644460246348;15;0.101017848608785
583;160.0;2.0;2.0;410000.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
584;259.0;4.0;3.0;480000.0;Miraflores;53;0.17475681140835994;11;0.13886334304994866;30;0.17080261458644655;60;0.1495798785743394;5;0.4544726811606444;16;0.1947054064848399
585;33.0;1.0;1.0;140400.0;Barranco;60;0.03872110191551322;5;0.5399145033425594;7;0.13164983580183928;60;0.036833864658813484;8;0.08223525125366635;4;0.5118224387906629
586;139.0;4.0;2.0;145000.0;Breña;60;0.037354029106893775;2;0.4395037148530908;30;0.1349312641994193;60;1.5552813293880568e-05;5;0.28011149270365804;14;1.3834337632701852e-12
587;88.0;3.0;2.0;80000.0;San Juan de Lurigancho;46;0.13559512886811073;7;0.3042451384314092;13;0.2901151345138939;56;0.08573314142138501;3;0.16138497284683864;5;0.1474946611015667
588;110.0;3.0;3.0;85000.0;Los Olivos;51;0.2376549560666568;9;0.12381537988396657;12;0.2596989298105473;41;0.11101667749238836;2;0.5448398815613344;5;0.43661941078892896
589;84.0;2.0;2.0;79532.0;La Victoria;46;0.08798356380111781;3;0.2489870885487436;29;0.02248484854452111;60;0.012409022843129728;5;0.2280265566362207;11;0.036122696660689665
590;150.0;3.0;2.5;285000.0;Santiago de Surco;26;0.2768309848597065;1;0.6743997013138164;7;0.07802705996011104;45;0.09319065163308;5;0.240136517779;14;0.6196968967702813
591;135.0;3.0;3.0;194000.0;San Borja;42;0.17025377152024065;8;0.009147639637368771;17;0.28291854578513664;60;0.14330332388522288;8;0.10466095780703676;10;0.5922128030008286
592;61.0;2.0;1.5;141083.0;Santiago de Surco;18;0.09483191294795436;12;0.1974689933818225;15;0.09269383398423348;49;0.11425678288053084;2;0.17274871492766786;15;0.3735977058346532
593;116.0;3.0;3.0;175000.0;La Molina;10;0.2347572246585433;3;0.24984189341398425;4;0.5981382051229368;13;0.4685210266771978;0;1.263478680358602;1;0.5936738602858623
594;224.0;3.0;2.0;360000.0;Miraflores;60;0.06324988875205391;26;0.13182795374535686;60;0.09674067595082374;60;0.0636077392830841;9;0.3470843292726691;36;0.18095090565693706
595;80.0;3.0;2.0;123574.0;San Miguel;53;0.0304478819331996;5;0.07021759120610438;2;0.11684575234881812;60;0.15669603512008098;1;0.5815138862829164;4;0.16206206286387673
596;311.0;3.0;3.5;584727.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
597;140.0;4.0;2.5;260000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
598;269.0;3.0;4.0;580000.0;San Isidro;52;0.0793367585549117;11;0.263857540635252;23;0.18635623219953554;60;0.08130908127983531;5;0.2938507769029984;29;0.2870772782605564
599;87.0;3.0;2.0;131000.0;San Miguel;58;1.3833336977292186e-12;13;0.17199499676937238;15;0.06664496626395885;60;0.015329486956984396;12;0.35506178717812403;25;1.383335608471102e-12
600;163.0;3.0;2.5;358600.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
601;108.0;4.0;2.0;70000.0;San Martin de Porres;60;0.013781568342593543;4;0.3148375144194364;7;0.4275184213475901;60;0.1403926980790212;1;0.35778896316382586;1;0.3718438907489104
