n_inmueble;area;cuartos;aseos;precio;distrito;n_school;dist_nearest_school;n_hospital;dist_nearest_hosp;n_malls;dist_nearest_mall;n_rest;dist_nearest_rest;n_supermarket;dist_nearest_super;n_bank;dist_nearest_bank
863;82.0;3.0;2.0;115000.0;San Miguel;58;1.3833336977292186e-12;13;0.17199499676937238;15;0.06664496626395885;60;0.015329486956984396;12;0.35506178717812403;25;1.383335608471102e-12
864;58.0;2.0;2.0;76251.0;Pueblo Libre;23;0.04020363001239938;6;0.2702608831080534;56;0.0514223559681857;25;0.14326178286363428;4;0.3590763493127587;0;0.7644148204097075
865;510.0;4.0;5.0;879900.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
866;95.0;3.0;2.0;185000.0;Santiago de Surco;32;0.10018804937534813;1;0.2696816393845513;1;0.2819617239614477;0;0.7263499993496314;1;0.5018417793234634;0;0.8166389701713593
867;400.0;4.0;3.5;1000000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
868;81.0;3.0;2.0;111060.0;Pueblo Libre;60;0.06633750982139418;9;0.3842681054593744;40;0.17494491870568404;60;0.035194126187696184;0;0.7085704699938047;9;0.25778995350837325
869;180.0;3.0;3.0;515000.0;Miraflores;38;0.04681351445569225;6;0.35250765237840304;8;0.3785950275121308;60;0.08410929976424154;3;0.5383660301877062;7;0.3638099129212524
870;74.0;1.0;1.5;114453.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
871;260.0;3.0;3.5;1000000.0;Barranco;60;1.3829906075911351e-12;7;0.14018691609288622;9;0.12658543989351242;60;1.3829906075911351e-12;5;0.21222278681094112;14;0.0420563397507221
872;800.0;4.0;5.0;3070000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
873;316.0;3.0;3.5;780000.0;San Isidro;37;0.181841908549;8;0.4227414706489639;2;0.053481105014992425;47;0.13601824502405435;1;0.4800586242782484;23;0.06778851844056212
874;40.0;1.0;1.0;92233.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
875;227.0;3.0;3.5;600000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
876;92.0;2.0;2.0;210000.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
877;185.0;2.0;2.5;560434.0;San Isidro;25;0.09153775274176533;8;0.4336622952816068;1;0.5220514890941375;26;0.027696846207268103;2;0.023478956012930787;17;0.023071142472304573
878;73.0;3.0;4.0;151798.0;Lurin;0;0.7306671307086052;0;0.9415639137744171;0;0.8120434585306813;9;0.16494816581575622;0;1.325879515049249;0;0.8000160369129049
879;88.0;2.0;2.0;220500.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
880;464.0;4.0;6.0;1055000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
881;58.0;2.0;2.0;95000.0;San Luis;42;0.022354821672795986;16;0.06172297296363007;10;0.11001527866868753;60;0.06530309961037221;3;0.30228193882584103;12;0.14084708914817196
882;220.0;3.0;4.0;340000.0;Santiago de Surco;60;0.14006158299442856;10;0.03154237378553497;34;0.03735310696698655;60;0.01014833820505021;5;0.3655796996318891;22;0.05422939193332902
883;86.0;3.0;2.0;160000.0;Jesus Maria;60;0.15639697347598652;17;0.17507416369831075;5;0.4920542937408885;60;0.08086970974195128;7;0.08788078179165475;18;0.10273906962311297
884;220.0;3.0;3.5;768600.0;San Isidro;25;0.09153775274176533;8;0.4336622952816068;1;0.5220514890941375;26;0.027696846207268103;2;0.023478956012930787;17;0.023071142472304573
885;88.0;2.0;2.0;220500.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
886;220.0;3.0;3.5;768600.0;San Isidro;25;0.09153775274176533;8;0.4336622952816068;1;0.5220514890941375;26;0.027696846207268103;2;0.023478956012930787;17;0.023071142472304573
887;47.0;1.0;1.0;94172.0;San Miguel;58;1.3833336977292186e-12;13;0.17199499676937238;15;0.06664496626395885;60;0.015329486956984396;12;0.35506178717812403;25;1.383335608471102e-12
888;146.0;3.0;4.0;557400.0;Barranco;60;0.03872110191551322;5;0.5399145033425594;7;0.13164983580183928;60;0.036833864658813484;8;0.08223525125366635;4;0.5118224387906629
889;101.0;3.0;3.0;212000.0;San Borja;35;0.16180312245468648;5;0.167259547832514;7;0.2322731495895313;40;0.02598002138916413;6;0.0583927231261389;7;0.11695934901550185
890;83.0;3.0;2.0;130000.0;Santiago de Surco;23;0.17944068837742114;1;0.5015557484407533;5;0.12687991872255971;10;0.24547529833612236;1;0.2560009981339373;3;0.2409874359525095
891;120.0;4.0;5.0;239000.0;Santiago de Surco;44;0.09497229404411887;5;0.054088899442330224;4;0.3644193644248613;60;0.03477887407665317;3;0.1128671785661452;13;0.2043114238668996
892;125.0;2.0;2.0;270000.0;Miraflores;27;0.05510816732217117;8;0.22281859548608032;3;0.3166780244989183;60;0.05089319366679308;6;0.16187339031705833;7;0.3273587043046499
893;86.0;2.0;2.0;215626.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
894;227.0;4.0;4.0;460000.0;Santiago de Surco;16;0.0723030732797164;1;0.6907502556458938;5;0.24117604686070665;13;0.4451740613654249;1;0.4566678996293733;4;0.4878779935548094
895;180.0;3.0;2.5;765000.0;Barranco;60;1.3829906075911351e-12;7;0.14018691609288622;9;0.12658543989351242;60;1.3829906075911351e-12;5;0.21222278681094112;14;0.0420563397507221
896;157.0;3.0;3.5;406000.0;Santiago de Surco;31;0.21452191348269656;3;0.3151911232885163;3;0.3370893930047798;7;0.3116395817141118;0;0.8280967503123973;5;0.5606674596493507
897;120.0;3.0;2.5;294000.0;San Isidro;45;0.01708442241167626;14;0.16621785212724327;11;0.2253716731985896;54;0.1364196863969761;1;0.4504454753955665;26;0.1355153457803902
898;94.0;3.0;2.0;194000.0;Magdalena del Mar;38;0.2672227614222477;11;0.25298111593438205;5;0.19913777352124004;36;0.3062547709608457;0;0.7281922380378746;11;0.30865291835211345
899;408.0;3.0;3.5;2344000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
900;408.0;3.0;3.5;2344000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
901;320.0;3.0;3.5;1390000.0;San Isidro;22;0.37104669040011895;10;0.4582313271843086;1;0.6545952484426957;40;0.21164562718834565;6;0.2954161978623467;6;0.2906868140338703
902;358.0;4.0;4.0;960000.0;San Isidro;18;0.17004763191865194;6;0.20926026169092116;0;0.7672270389886966;18;0.10341013044488108;3;0.3329132187876456;6;0.2254425326484279
903;70.0;1.0;2.0;175400.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
904;114.0;3.0;3.0;230000.0;Miraflores;60;0.06174446751878908;27;0.11752281122322955;60;0.10864666353883544;60;0.08009321319840314;9;0.3488734185467061;35;0.1833027142794172
905;88.0;2.0;2.0;220500.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
906;51.0;1.0;1.0;79358.0;Santiago de Surco;60;0.04541396786989983;18;0.1421281609777755;60;0.1489235198111494;60;0.02697935315704736;10;0.15793717068215554;44;0.2234523034865679
907;96.0;2.0;2.5;141836.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
908;144.0;3.0;3.0;138055.0;San Juan de Miraflores;39;0.09869555807109902;8;0.090836732435899;7;0.2758084255487223;60;0.24587037048223706;5;0.3339020201185431;6;0.383611704485825
909;132.0;3.0;3.0;330000.0;San Isidro;27;0.1290689343757327;39;0.10239031672234204;7;0.34384810908018554;60;0.07294532609104107;3;0.5660287958846139;12;0.3093502354479585
910;86.0;2.0;2.0;215625.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
911;208.0;3.0;2.5;360144.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
912;86.0;2.0;2.0;215625.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
913;175.0;3.0;2.0;390000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
914;138.0;3.0;2.0;275000.0;Santiago de Surco;43;0.10514394499951628;7;0.33997728930381765;19;0.20620441119164384;60;0.07130592359602618;4;0.3305331029367489;7;0.29610271126459875
915;111.0;2.0;2.5;152720.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
916;98.0;2.0;4.0;145000.0;Santiago de Surco;7;0.5176341610039864;0;0.8665363559181716;3;0.34184912881320684;8;0.6082375837514519;1;0.6226246942260544;1;0.6061533910295401
917;133.0;3.0;2.5;186876.0;San Miguel;56;0.11706049311781815;2;0.4635314137165033;19;0.15823496055379355;60;0.09401701872221033;5;0.539061285616497;7;0.3846697359198293
918;88.0;2.0;2.0;220500.0;Miraflores;60;0.05007946608314949;24;0.06920069788854051;60;0.02597166884705976;60;0.007358926428107305;12;0.31794969120697075;45;0.08043891564726588
919;233.0;3.0;3.5;515000.0;San Isidro;39;0.2539920359717825;6;0.4418720339752994;2;0.04912286394263948;46;0.20542221613088688;1;0.5547180785454641;25;0.035292032740627984
920;108.0;1.0;1.5;275830.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
921;76.0;1.0;2.0;189525.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
922;180.0;3.0;3.5;600000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
923;95.0;3.0;2.0;194000.0;Magdalena del Mar;37;0.2886949570238495;10;0.3291912398771206;4;0.26534057759598784;36;0.2617131893980424;0;0.7676093863618979;14;0.25366189129938543
924;181.0;3.0;4.0;161358.0;Lurin;0;0.7306671307086052;0;0.9415639137744171;0;0.8120434585306813;9;0.16494816581575622;0;1.325879515049249;0;0.8000160369129049
925;454.0;3.0;4.0;669000.0;Santiago de Surco;58;0.08972672581441136;7;0.23460363710853;22;0.15544397368851118;60;0.07589920213169453;3;0.2208383829566508;16;0.19702293505879112
926;119.0;3.0;2.0;218000.0;Santiago de Surco;9;0.3568206531142568;0;0.810992772687477;5;0.2387846077553949;10;0.5537649178134278;1;0.5557570365907843;1;0.5557924435427275
927;147.0;3.0;4.0;245000.0;Santiago de Surco;34;0.19874075587433251;2;0.3309684406600317;5;0.2970800226004647;10;0.29632701212960944;2;0.4019561037322499;3;0.3530774837027563
928;102.0;2.0;2.0;250000.0;Santiago de Surco;55;0.09504902099556004;14;0.04414493004012052;34;0.11080232001269648;60;0.010741421614497402;7;0.08964520658459661;22;0.11093690489396844
929;270.0;3.0;3.0;605000.0;Santiago de Surco;14;0.3218799699735073;1;0.6682364585735223;1;0.4583235476333215;15;0.3662811413140844;1;0.4352907307125856;0;0.8437940068032747
930;101.0;3.0;3.0;212000.0;San Borja;35;0.16180312245468648;5;0.167259547832514;7;0.2322731495895313;40;0.02598002138916413;6;0.0583927231261389;7;0.11695934901550185
931;105.0;3.0;3.0;200000.0;Barranco;49;0.06833775598630286;3;0.37173592730917376;3;0.389869069274894;60;0.10370814324363777;10;0.11196047200297392;9;0.20776160189955112
932;70.0;1.0;1.5;178908.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
933;112.0;1.0;1.5;286684.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
934;112.0;1.0;1.5;286684.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
935;66.0;1.0;1.0;170000.0;Miraflores;60;0.03680351756240143;29;0.10266061861818666;60;0.08983678768948622;60;0.09221171257435894;10;0.3281990551920649;34;0.15036596278470696
936;112.0;1.0;1.5;286684.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
937;70.0;1.0;2.0;178908.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
938;224.0;3.0;3.0;489000.0;Santiago de Surco;14;0.3218799699735073;1;0.6682364585735223;1;0.4583235476333215;15;0.3662811413140844;1;0.4352907307125856;0;0.8437940068032747
939;84.0;3.0;2.0;169000.0;Magdalena del Mar;45;0.1114564499164846;14;0.2625639359263736;11;0.2858986403985557;56;0.04586652900028907;1;0.5193417992106016;28;0.09408766156058028
940;96.0;2.0;1.0;110000.0;San Borja;52;0.07212184268634811;16;0.24356417893275095;21;0.0608048153049806;60;0.006619157954783603;7;0.2511654554560136;10;0.2851871879898009
941;107.0;2.0;2.0;277160.0;Miraflores;60;0.04683192053979161;23;0.047285799417553565;60;0.020827002685281062;60;0.008280869928966945;11;0.29609357464965225;48;0.05526062851044329
942;45.0;1.0;2.0;87939.0;Lince;60;0.034155566185005794;50;0.0976474564727221;34;0.05002732253024356;60;0.026341783021226646;11;0.1396991211254602;28;0.1356777640703231
943;108.0;2.0;2.0;275830.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
944;78.0;3.0;2.0;165000.0;Barranco;53;0.0910403636758115;2;0.4945052389368224;5;0.25687403359677485;60;0.06762520468306688;8;0.17670531498518166;5;0.1760448695482871
945;121.0;2.0;2.0;118000.0;Cercado de Lima;58;0.13022075939130098;2;0.21171809378406933;6;0.1737460389497831;60;0.0763526416357958;2;0.06843506768730598;1;0.5263485231287748
946;146.0;1.0;1.5;375000.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
947;240.0;3.0;6.0;560000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
948;183.0;3.0;3.0;489000.0;Miraflores;26;0.08841864282753935;2;0.30641822974338284;5;0.21700647820377;60;0.15526829344582938;0;0.8339844285093867;6;0.20729743771316972
949;205.0;3.0;4.0;485000.0;Santiago de Surco;45;0.10345113994295854;2;0.3869215244729567;9;0.2008184407411502;60;0.057882388049099426;9;0.10915497842021583;4;0.425279355873824
950;108.0;1.0;1.5;275830.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
951;70.0;1.0;2.0;178908.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
952;212.0;4.0;3.0;398000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
953;139.0;2.0;3.0;275000.0;Santiago de Surco;43;0.10514394499951628;7;0.33997728930381765;19;0.20620441119164384;60;0.07130592359602618;4;0.3305331029367489;7;0.29610271126459875
954;163.0;3.0;3.0;360000.0;Miraflores;51;0.07602238538911371;5;0.2536775058281896;4;0.3599405942234841;60;0.1177786827767074;8;0.23222128990886395;12;0.3611265010722639
955;120.0;2.0;2.0;180000.0;La Molina;15;0.3420981965183631;2;0.479618597045483;5;0.4895463491438207;27;0.007073861471917008;3;0.586615158591013;11;0.4874558161132976
956;76.0;3.0;2.0;108000.0;Santiago de Surco;39;0.07577677098605085;4;0.37723615983037934;14;0.12240960223511585;60;0.013759190986482893;10;0.19643044902446552;5;0.4315373282565633
957;93.0;1.0;1.5;240604.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
958;65.0;1.0;1.0;185000.0;Magdalena del Mar;60;0.0629630571438825;18;0.0;56;0.0;60;0.0;7;0.3189924098895339;17;0.21430224257592215
959;306.0;3.0;2.5;565000.0;Barranco;60;0.08014674576420278;5;0.17912245224487894;8;0.3836354385348963;60;0.14384201052080306;2;0.3099562287177004;10;0.12126561120436145
960;413.0;4.0;6.0;1000000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
961;286.0;3.0;3.5;810000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
962;120.0;2.0;4.0;348000.0;San Isidro;22;0.2310386550809352;6;0.3959866128489818;0;0.7599558839005675;24;0.2033542144669424;2;0.2549635126118634;7;0.2790627568689111
963;476.0;2.0;3.5;1300000.0;San Isidro;22;0.24777817923249695;9;0.4663191148825656;0;0.7029216845213692;29;0.12813398955104194;2;0.18788960170153635;6;0.21341361075847196
964;97.0;3.0;2.0;167000.0;Santiago de Surco;45;0.04899671202459869;3;0.2753406153698803;12;0.5272322159996204;60;0.009766822334094549;6;0.4367529739054145;16;0.2006152980125831
965;105.0;3.0;3.0;200000.0;Barranco;50;0.07390373774570412;3;0.3743081278947321;3;0.3895556251516274;60;0.11142634167882827;10;0.11726056472076797;9;0.20947224120112554
966;93.0;1.0;1.5;240604.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
967;90.0;2.0;2.5;170000.0;Santiago de Surco;33;0.05782254569932847;2;0.267035858788853;7;0.02614928824896653;19;0.018435874569792333;1;0.0940127908359249;5;0.03774477222322825
968;180.0;3.0;4.0;250000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
969;180.0;3.0;2.5;765000.0;Barranco;60;0.056942510242120964;36;0.1085032389533388;47;0.175765653424637;60;0.12469665814771612;8;0.15086872433601742;15;0.23830289641123176
970;159.0;6.0;4.0;180000.0;San Miguel;35;0.06776217685384807;8;0.27576117234068603;7;0.24825854138392536;60;0.021280055882053044;3;0.5275403981410879;11;0.2913321954399725
971;148.0;3.0;3.0;270000.0;Magdalena del Mar;46;0.13950237062244172;12;0.1244151967841663;11;0.13073034849062554;48;0.06560769515117684;1;0.30513624810009804;24;0.05354194185033095
972;440.0;5.0;7.0;755000.0;Santiago de Surco;37;0.20463009001419788;6;0.31709748269033633;4;0.4456678238112085;23;0.5283711096587628;3;0.6257258373183263;9;0.5637694755351851
973;131.0;3.0;3.0;320000.0;Santiago de Surco;31;0.20730417903679207;3;0.28462343522857736;3;0.3217786250745151;8;0.3581103428525811;0;0.7829004823360297;5;0.5945585129317681
974;93.0;3.0;3.0;185000.0;Barranco;50;0.12215062310888553;2;0.2863892327784271;3;0.42723810597254375;60;0.044789910540651054;8;0.12594493926105976;7;0.12655644359775822
975;179.0;3.0;2.5;466908.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
976;710.0;4.0;4.5;2814000.0;Barranco;60;1.3829906075911351e-12;7;0.14018691609288622;9;0.12658543989351242;60;1.3829906075911351e-12;5;0.21222278681094112;14;0.0420563397507221
977;270.0;3.0;3.5;1170000.0;Barranco;60;1.3829906075911351e-12;7;0.14018691609288622;9;0.12658543989351242;60;1.3829906075911351e-12;5;0.21222278681094112;14;0.0420563397507221
978;188.0;4.0;5.0;369000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
979;80.0;3.0;2.0;120128.0;Pueblo Libre;58;0.06954418739018536;8;2.7666581430496957e-12;16;0.05692817580562185;60;2.766654321583987e-12;2;0.3404237175233015;10;0.08606445589858454
980;162.0;3.0;5.0;300000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
981;112.0;1.0;1.5;286684.0;Miraflores;30;0.09345193462197172;5;0.4155215654715199;4;0.35560556933686444;60;2.766260518155312e-12;1;0.6631924273408386;6;0.2095887602778674
982;233.0;3.0;2.0;279000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
983;108.0;1.0;1.5;275830.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
984;108.0;1.0;1.5;275830.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
985;800.0;4.0;5.0;3070000.0;San Isidro;23;0.20629120184582656;4;0.5865839829395234;15;0.1120863427991349;60;0.16533837380186805;3;0.1517135012729256;28;0.21585988327628705
986;240.0;3.0;3.0;387000.0;Santiago de Surco;39;0.1823743712350554;2;0.27184945134781985;9;0.17920602700406485;60;0.06100105623771849;6;0.1628800808809137;4;0.2836434395155102
987;112.0;1.0;1.5;286684.0;Miraflores;16;0.18057171206859296;9;0.18553698477158076;1;0.2275969750591857;60;0.15507220347614886;5;0.14798261910476634;6;0.4087524578174923
988;112.0;1.0;1.5;286684.0;Miraflores;30;0.09345193462197172;5;0.4155215654715199;4;0.35560556933686444;60;2.766260518155312e-12;1;0.6631924273408386;6;0.2095887602778674
989;112.0;1.0;1.5;286684.0;Miraflores;30;0.09345193462197172;5;0.4155215654715199;4;0.35560556933686444;60;2.766260518155312e-12;1;0.6631924273408386;6;0.2095887602778674
990;184.0;3.0;3.0;430000.0;San Isidro;41;0.06361473044967605;2;0.26079101439976593;14;0.04329170780974826;60;0.04081653054313921;6;0.17575646988238294;25;0.007754043971193806
991;105.0;3.0;3.0;218000.0;San Borja;19;0.03829815402523181;0;0.885092007251907;1;0.6778441753705622;2;0.2931101508978989;0;1.0801996966183889;5;0.5541584096582172
992;63.0;2.0;2.0;102800.0;San Miguel;39;0.030248539298043883;3;0.2322569683331045;3;0.09120287244590572;55;0.12150555692085578;6;0.3176479683790441;1;0.057831559548627134
993;38.0;1.0;1.0;115000.0;Barranco;48;0.13027499771918635;1;0.6277084422347523;6;0.01610226936066625;60;0.027714863070012804;9;0.3027600660740779;4;0.5136083378980739
994;90.0;3.0;2.0;142000.0;San Borja;37;0.1322465489780776;5;0.17207448260485933;6;0.20761775313952;38;0.011275834371549272;6;0.04819559124896488;9;0.13259641471755015
995;350.0;4.0;3.5;420000.0;San Borja;23;0.15555045781154248;5;0.2832066638663524;2;0.3413719054640696;23;0.34314167350511443;0;0.8192331548722591;8;0.4178871271850396
996;413.0;4.0;6.0;1000000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
997;125.0;3.0;3.0;260000.0;Santiago de Surco;28;0.016786985668745497;6;0.10965988090901634;5;0.2041566787222744;29;0.05473774992187263;2;0.5985580496433609;8;0.020480935403905925
998;145.0;3.0;4.0;220000.0;La Molina;15;0.06984600075217874;1;0.06363698993433349;4;0.05468275673843475;8;2.766620617562935e-12;1;0.10164977098256567;7;0.0353023710829212
999;132.0;3.0;2.5;215000.0;Santiago de Surco;44;0.02061288875745404;3;0.12939502981724482;13;0.08822908288514163;37;0.10443177281281583;1;0.21442109384066185;5;0.13355156799684442
1000;440.0;3.0;3.5;889525.0;San Isidro;25;0.09153775274176533;8;0.4336622952816068;1;0.5220514890941375;26;0.027696846207268103;2;0.023478956012930787;17;0.023071142472304573
1001;408.0;3.0;3.5;2750000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
1002;68.0;2.0;2.0;102809.0;Pueblo Libre;58;0.06954418739018536;8;2.7666581430496957e-12;16;0.05692817580562185;60;2.766654321583987e-12;2;0.3404237175233015;10;0.08606445589858454
1003;113.0;3.0;2.0;181000.0;San Borja;39;1.3832313775818344e-12;4;0.2147498370649052;8;1.3832313775818344e-12;34;0.16972094956635564;6;0.026360758449508158;13;0.026360758449508158
1004;90.0;1.0;1.0;265000.0;Miraflores;47;0.11595734026614116;5;0.032269372111306364;4;0.299250398377861;60;0.02568239913371842;10;0.28272619014321604;15;0.3140258426885093
1005;251.0;3.0;3.5;490000.0;San Isidro;60;0.11834076591272916;11;0.029550539630629907;44;0.12378309353456055;60;0.11921761947575818;5;0.3955745434849856;43;1.3832338076893942e-12
1006;413.0;4.0;6.0;1000000.0;Santiago de Surco;39;0.04959366384795271;3;0.04302556593405275;10;4.149004819206899e-12;60;4.149004819206899e-12;6;0.2257176690131484;6;0.03172496623752349
1007;93.0;1.0;1.5;240604.0;Miraflores;60;0.09964129521944476;29;2.766323903532672e-12;38;2.7663200825286343e-12;60;2.7663200825286343e-12;7;0.17496396046792556;26;0.27014153024607684
1008;220.0;4.0;5.0;365000.0;Santiago de Surco;38;0.08580615857307984;7;0.2958395214127414;11;0.005143545438200119;60;0.03350066660013504;3;0.1638044881087132;5;0.4751561817836926
1009;136.0;3.0;2.0;195000.0;Santiago de Surco;28;0.08280066283787192;4;0.4383901103231222;7;0.4518956514665255;23;0.3388885216754384;5;0.4970812309754532;3;0.4411649389338853
1010;210.0;1.0;3.0;438784.0;Miraflores;19;0.02227459106418461;7;0.11597756502620173;3;0.28371878064810896;60;0.13981211451600312;5;0.3024069550738165;7;0.1984150519153789
