n_inmuebles;titulo;distrito;area;cuartos;aseos;latitud;longitud;precio;
177;Departamento en Venta Av. Jorge Basadre, San Isidro, Lima;San Isidro;205.0;4.0;5.0;-12.095294099999998;-77.04085079999999;565000.0;
178;Departamento en Venta Carlos Graña, San Isidro, Lima;San Isidro;260.0;3.0;3.0;-12.1071975;-77.04445850000002;1150000.0;
179;Duplex en Venta Calle Conde De La Monclova, San Isidro, Lima;San Isidro;120.0;2.0;2.0;-12.102860192807002;-77.03796073704838;228000.0;
180;Penthouse en Venta Av. General Pezet, San Isidro, Lima;San Isidro;598.0;3.0;3.0;-12.101800599999999;-77.05692019999998;3785000.0;
181;Penthouse en Venta Calle Triana Esquina Santa Cruz, Miraflores, Lima;Miraflores;297.0;3.0;2.0;-12.115257177064338;-77.04065577777102;807629.0;
182;Departamento en Venta Calle Los Jades, Santiago De Surco, Lima;Santiago de Surco;290.0;4.0;3.0;-12.081588499999999;-76.9664138;590000.0;
183;Departamento en Venta Calle Comandante O Donovan, Miraflores, Lima;Miraflores;289.0;3.0;3.0;-12.130311021544776;-77.03153557724606;620000.0;
184;Penthouse en Venta Calle Renan Elias, San Isidro, Lima;San Isidro;649.0;3.0;3.0;-12.10416230968756;-77.04924156322937;2500000.0;
185;Departamento en Venta Parque Meliton Porras Esquina Con Armendariz, Miraflores, Lima;Miraflores;157.0;3.0;3.0;-12.134719699999998;-77.02396199999998;400000.0;
186;Departamento en Venta Av. Pardo, Miraflores, Lima;Miraflores;300.0;3.0;3.0;-12.11894434243131;-77.0414548001221;580000.0;
187;Departamento en Venta Pasaje  Bresciani, Barranco, Lima;Barranco;487.0;5.0;5.0;-12.1521447;-77.0232957;2200000.0;
188;Departamento en Venta Edificio El Parque Ancón, Ancon, Lima;Ancon;180.0;2.0;2.0;-11.763085210385352;-77.16430097119144;110000.0;
189;Departamento en Venta Av. Nicolas De Ribera, San Isidro, Lima;San Isidro;260.0;3.0;4.0;-12.097061999134187;-77.04475795980227;810000.0;
190;Departamento en Venta General Silva, Miraflores, Lima;Miraflores;170.0;3.0;2.0;-12.122557067095649;-77.02215142593383;350000.0;
191;Departamento en Venta 28 De Julio, Miraflores, Lima;Miraflores;427.0;4.0;3.0;-12.127506;-77.02808;680000.0;
192;Departamento en Venta Calle Los Nogales, San Isidro, Lima;San Isidro;422.0;3.0;4.0;-12.099137859123832;-77.04476399999999;830000.0;
193;Departamento en Venta Victor Maurtua, San Isidro, Lima;San Isidro;164.0;2.0;3.0;-12.107679256493574;-77.04081450314942;390000.0;
194;Departamento en Venta Flavio Gerbolini, Miraflores, Lima;Miraflores;400.0;4.0;4.0;-12.128516858483724;-77.01315915964966;725000.0;
195;Penthouse en Venta Av. Tudela Y Varela, San Isidro, Lima;San Isidro;410.0;4.0;4.0;-12.108217418188946;-77.04021819259032;950000.0;
196;Departamento en Venta Jose De La Torre Ugarte, Miraflores, Lima;Miraflores;138.0;2.0;2.0;-12.118071460234455;-77.04483625291748;335000.0;
197;Penthouse en Venta Calle Los Laureles, San Isidro, Lima;San Isidro;750.0;6.0;7.0;-12.095260773400302;-77.04594201534428;1500000.0;
198;Penthouse en Venta Av. Aurelio Miro Quesada, San Isidro, Lima;San Isidro;316.0;3.0;4.0;-12.098915427671757;-77.05101745665286;850000.0;
199;Departamento en Venta Calle Los Pinos, San Isidro, Lima;San Isidro;185.0;2.0;2.0;-12.093463833809436;-77.03674113862303;350000.0;
200;Departamento en Venta Calle Lord Nelson, Miraflores, Lima;Miraflores;126.0;2.0;2.0;-12.11094189847496;-77.03864318518066;255000.0;
201;Departamento en Venta Av. Camino Real, San Isidro, Lima;San Isidro;120.0;3.0;2.0;-12.102428813382339;-77.03839455344234;265000.0;
202;Departamento en Venta Av. Manuel Villaran, Miraflores, Lima;Miraflores;350.0;3.0;3.0;-12.124259262870073;-77.01119645927736;742000.0;
203;Departamento en Venta Av. Aurelio Miro Quesada, San Isidro, Lima;San Isidro;281.0;4.0;3.0;-12.100006439381346;-77.0415331655762;820000.0;
204;Departamento en Venta Malecón Superior, Punta Hermosa, Lima;Punta Hermosa;215.0;3.0;3.0;-12.326067;-76.83398009999995;248000.0;
205;Departamento en Venta Calle Garezon, Miraflores, Lima;Miraflores;347.0;3.0;4.0;-12.125455695315221;-77.01182713016357;710000.0;
206;Departamento en Venta Manuel Perez De Tudela, San Isidro, Lima;San Isidro;235.0;3.0;3.0;-12.10622215362431;-77.0356057883606;625000.0;
207;Penthouse en Venta Av. Arequipa, Lince, Lima;Lince;205.0;3.0;3.0;-12.089447882930784;-77.0338003465576;299000.0;
208;Departamento en Venta Av. Manuel Villaran, Miraflores, Lima;Miraflores;193.0;2.0;2.0;-12.124112409509209;-77.01035961006471;440000.0;
209;Departamento en Venta Jr. Los Ingenieros, Santiago De Surco, Lima;Santiago de Surco;76.0;3.0;2.0;-12.129008578525267;-76.97643238413087;158000.0;
210;Departamento en Venta Calle Chabrier, San Isidro, Lima;San Isidro;320.0;3.0;3.0;-12.104040073098366;-77.05039628888552;1390000.0;
211;Departamento en Venta Av. Javier Prado, San Isidro, Lima;San Isidro;160.0;3.0;2.0;-12.094916923688572;-77.05314144989013;360000.0;
212;Departamento en Venta Calle Los Nogales, San Isidro, Lima;San Isidro;215.0;2.0;2.0;-12.095480636743993;-77.0447198;473000.0;
213;Departamento en Venta Malecón Armendariz, Miraflores, Lima;Miraflores;384.0;3.0;5.0;-12.132157691731267;-77.02893842806395;650000.0;
214;Departamento en Venta Calle Los Jades, Santiago De Surco, Lima;Santiago de Surco;463.0;4.0;4.0;-12.081588499999999;-76.9664138;1055000.0;
215;Departamento en Venta Av. Paseo De La Republica, Surquillo, Lima;Surquillo;78.0;3.0;2.0;-12.10495392634682;-77.02705711429445;173000.0;
216;Departamento en Venta Playa Blanca, Punta Hermosa, Lima;Punta Hermosa;251.0;3.0;3.0;-12.3394733;-76.81929639999998;500000.0;
217;Penthouse en Venta Av. Roca Y Boloña, Miraflores, Lima;Miraflores;352.0;3.0;4.0;-12.118825564809052;-77.0100966581665;665000.0;
218;Departamento en Venta Av. Cerros De Camacho, Santiago De Surco, Lima;Santiago de Surco;317.0;3.0;3.0;-12.0854633;-76.96188330000003;485000.0;
219;Departamento en Venta Calle Las Copaibas Con Los Castaños S/n La Molina, Lima, Lima, La Molina, Lima;La Molina;268.0;2.0;2.0;-12.095449499999999;-76.94702760000001;529000.0;
220;Departamento en Venta Manuel Villaran, Miraflores, Lima;Miraflores;146.0;2.0;2.0;-12.124094248568802;-77.01156562781676;400000.0;
221;Departamento en Venta Malecón De Osma, Barranco, Lima;Barranco;305.0;3.0;4.0;-12.156305900000001;-77.02437929999995;898000.0;
222;Duplex en Venta Playa Blanca, Punta Hermosa, Lima;Punta Hermosa;443.0;4.0;5.0;-12.3394733;-76.81929639999998;880000.0;
223;Departamento en Venta Av. Circunvalación Golf Los Inkas, Santiago De Surco, Lima;Santiago de Surco;293.0;3.0;3.0;-12.092960015675411;-76.9672671343933;600000.0;
224;Departamento en Venta Calle La Chira, Santiago De Surco, Lima;Santiago de Surco;362.0;4.0;3.0;-12.12586751034023;-76.97800030422974;420000.0;
225;Departamento en Venta Playa Señoritas, Punta Hermosa, Lima;Punta Hermosa;139.0;3.0;3.0;-12.325389286811388;-76.83499156245729;229000.0;
226;Departamento en Venta Calle Los Nogales, San Isidro, Lima;San Isidro;148.0;2.0;2.0;-12.094473532119968;-77.04484854603271;355000.0;
227;Departamento en Venta Calle Miguel Aljovin, Miraflores, Lima;Miraflores;214.0;3.0;2.0;-12.1284897;-77.01534029999998;484000.0;
228;Departamento en Venta Av. Costanera, San Miguel, Lima;San Miguel;42.0;1.0;1.0;-12.082858403683026;-77.10366157622678;60000.0;
229;Departamento en Venta Playa Blanca, Punta Hermosa, Lima;Punta Hermosa;310.0;3.0;4.0;-12.3394733;-76.81929639999998;590000.0;
230;Departamento en Venta Jr. Philipp Von Leonard, San Borja, Lima;San Borja;96.0;3.0;2.0;-12.103645;-77.01024899999999;205000.0;
231;Penthouse en Venta Av. Jorge Chavez, Miraflores, Lima;Miraflores;300.0;3.0;4.0;-12.12147346832877;-77.0368686693115;840000.0;
232;Departamento en Venta Av. Alvarez Calderon, San Isidro, Lima;San Isidro;480.0;4.0;5.0;-12.1047575;-77.0430738;1650000.0;
233;Departamento en Venta Av. Aurelio Miro Quesada, San Isidro, Lima;San Isidro;308.0;3.0;4.0;-12.100268410640194;-77.03991265180662;648000.0;
234;Departamento en Venta Av. El Sol, Barranco, Lima;Barranco;165.0;3.0;3.0;-12.139176356671353;-77.02413375547792;445932.0;
235;Departamento en Venta Calle Los Jades, Santiago De Surco, Lima;Santiago de Surco;474.0;3.0;5.0;-12.081588499999999;-76.9664138;925000.0;
236;Departamento en Venta Calle Los Laureles, San Isidro, Lima;San Isidro;414.0;4.0;4.0;-12.094792446884243;-77.0460316460327;952200.0;
237;Departamento en Venta 28 De Julio, Punta Hermosa, Lima;Punta Hermosa;242.0;3.0;3.0;-12.3405692;-76.81696970000002;450000.0;
238;Departamento en Venta Malecón Junin, Barranco, Lima;Barranco;856.0;4.0;4.0;-12.1433045;-77.02490209999995;2500000.0;
239;Departamento en Venta Jr. 2, San Borja, Lima;San Borja;219.0;3.0;2.0;-12.089949608694036;-76.9844505767212;360000.0;
240;Departamento en Venta Av. Aurelio Miro Quesada, San Isidro, Lima;San Isidro;200.0;3.0;3.0;-12.099880553642151;-77.04200523436282;595000.0;
241;Departamento en Venta Calle La República, San Isidro, Lima;San Isidro;309.0;4.0;5.0;-12.098857719911006;-77.0352894698364;993950.0;
242;Departamento en Venta Calle Las Flores, San Isidro, Lima;San Isidro;224.0;3.0;2.0;-12.095412473828869;-77.04709508836059;498000.0;
243;Departamento en Venta Av. El Sol, Barranco, Lima;Barranco;165.0;3.0;2.0;-12.139134400924634;-77.02414448431398;429416.0;
244;Departamento en Venta Av. Circunvalación Golf Los Inkas, Santiago De Surco, Lima;Santiago de Surco;642.0;4.0;5.0;-12.089455037238809;-76.96289919416506;1250000.0;
245;Departamento en Venta Jr. Batalla De Junin, Barranco, Lima;Barranco;92.0;1.0;2.0;-12.14762906241029;-77.0233223232788;260000.0;
246;Departamento en Venta Malecón De La Reserva, Miraflores, Lima;Miraflores;292.0;3.0;3.0;-12.135790401437133;-77.02786901901857;950000.0;
247;Departamento en Venta Av. El Sol, Barranco, Lima;Barranco;114.0;2.0;2.0;-12.139218312411465;-77.02412302664186;306315.0;
248;Penthouse en Venta Calle Conde De La Vega, Santiago De Surco, Lima;Santiago de Surco;408.0;3.0;5.0;-12.115758736827276;-76.98289617724606;595000.0;
249;Departamento en Venta Calle Los Jades, Santiago De Surco, Lima;Santiago de Surco;410.0;4.0;4.0;-12.081588499999999;-76.9664138;1000000.0;
250;Departamento en Venta Cruz Del Sur, Santiago De Surco, Lima;Santiago de Surco;193.0;3.0;2.0;-12.088951782062328;-76.96902463967284;329000.0;
251;Departamento en Venta Victor Maurtua, San Isidro, Lima;San Isidro;700.0;4.0;4.0;-12.108303964233475;-77.04142801926271;2500000.0;
252;Penthouse en Venta Jr. Sinchi Roca, Lince, Lima;Lince;175.0;3.0;2.0;-12.088509393600619;-77.04435629259034;422300.0;
253;Penthouse en Venta Calle Juana Alarco De Dammert, Miraflores, Lima;Miraflores;296.0;3.0;4.0;-12.1109575;-77.03523289999998;580000.0;
254;Departamento en Venta Playa Señoritas, Punta Hermosa, Lima;Punta Hermosa;145.0;3.0;3.0;-12.325347360616156;-76.83501302012941;250000.0;
255;Departamento en Venta Calle Miguel Aljovin 195, Miraflores, Lima;Miraflores;167.0;3.0;2.5;-12.1284897;-77.01534029999998;419000.0;
256;Departamento en Venta Carlos Porras Osores, San Isidro, Lima;San Isidro;283.0;3.0;4.0;-12.0953956;-77.04938579999998;650000.0;
257;Duplex en Venta Calle Miguel Aljovin, Miraflores, Lima;Miraflores;214.0;3.0;2.5;-12.1284897;-77.01534029999998;479000.0;
258;Duplex en Venta Calle Santa Teresita, San Isidro, Lima;San Isidro;603.0;3.0;3.0;-12.107801196259606;-77.04715043862302;1850000.0;
259;Departamento en Venta Playa Señoritas, Punta Hermosa, Lima;Punta Hermosa;410.0;4.0;4.0;-12.325598917686902;-76.83484135875244;600000.0;
260;Penthouse en Venta Av. Alberto Del Campo, San Isidro, Lima;San Isidro;510.0;3.0;5.0;-12.09876639050468;-77.0541661793457;950000.0;
261;Departamento en Venta Jr. Batalla De Junin, Barranco, Lima;Barranco;780.0;4.0;5.0;-12.147374247199672;-77.02367993254086;1790000.0;
262;Duplex en Venta Calle Las Copaibas Con Los Castaños S/n La Molina, Lima, Lima, La Molina, Lima;La Molina;282.0;3.0;3.5;-12.095449499999999;-76.94702760000001;490000.0;
263;Departamento en Venta Av. Jacinto Lara, San Isidro, Lima;San Isidro;650.0;4.0;4.0;-12.105889095162249;-77.04580310793455;2150000.0;
264;Duplex en Venta Jirón Batallón Callao Norte, Santiago De Surco, Lima;Santiago de Surco;293.0;3.0;3.0;-12.124378303988614;-76.98276629790041;435000.0;
265;Duplex en Venta Jr. Batallón Libres De Trujillo, Santiago De Surco, Lima;Santiago de Surco;422.0;4.0;4.0;-12.119531696914553;-76.97998519786985;780000.0;
266;Departamento en Venta Calle Jose Granda, San Isidro, Lima;San Isidro;588.0;3.0;4.0;-12.097604562283573;-77.05098586190185;1580000.0;
267;Duplex en Venta Magdalena Del Mar Cerca De Juan De Aliaga, Magdalena Del Mar, Lima;Magdalena del Mar;117.0;2.0;2.0;-12.093424986646525;-77.05948169999998;219900.0;
268;Departamento en Venta Galileo Galilei, Santiago De Surco, Lima;Santiago de Surco;80.0;2.0;2.0;-12.160655852045105;-76.9957207963257;120000.0;
269;Departamento en Venta Magdalena Del Mar Cerca De Juan De Aliaga, Lima, Lima Departamento;Cercado de Lima;107.0;3.0;2.0;-12.093466949579476;-77.05931003862305;213500.0;
270;Departamento en Venta Calle Gonzales, Miraflores, Lima;Miraflores;170.0;3.0;2.0;-12.128411900000001;-77.01953329999998;370000.0;
271;Departamento en Venta Calle Los Cedros, San Isidro, Lima;San Isidro;202.0;3.0;3.5;-12.095793373553748;-77.04339966674803;610000.0;
272;Departamento en Venta Calle Rutte, Magdalena Del Mar, Lima;Magdalena del Mar;178.0;3.0;2.5;-12.093980903748506;-77.06555776032712;278384.0;
273;Departamento en Venta Magdalena Del Mar Cerca De Juan De Aliaga, Magdalena Del Mar, Lima;Magdalena del Mar;45.0;1.0;1.0;-12.092701314289085;-77.06087948934936;118900.0;
274;Departamento en Venta Calle Los Cedros, San Isidro, Lima;San Isidro;247.0;3.0;3.5;-12.096238745537596;-77.04358205696106;738000.0;
275;Departamento en venta Santiago De Surco, Lima;Santiago de Surco;103.0;3.0;3.0;-12.041080000000001;-76.97551779999998;227791.0;
276;Departamento en venta Hipodromo, Santiago De Surco, Lima;Santiago de Surco;140.0;3.0;3.0;-12.140236900000001;-76.99048850000003;321128.0;
277;Departamento en Venta Rosario De Villa, Chorrillos, Lima;Chorrillos;115.0;2.0;1.0;-12.17338716497802;-77.01411507094724;120000.0;
278;Departamento en Venta Calle Rio Don Xxx La Molina, La Molina, Lima;La Molina;71.0;3.0;3.0;-12.082019599999999;-76.92823399999997;85000.0;
279;Departamento en Venta Av. El Ejercito 10xx, Miraflores, Lima;Miraflores;76.0;2.0;2.0;-12.111843061501286;-77.04969629101561;152000.0;
280;Penthouse en Venta Ramirez Gaston, Miraflores, Lima;Miraflores;280.0;2.0;3.0;-12.1260055;-77.00920649999999;299000.0;
281;Departamento en Venta Av La Paz, San Miguel, Lima;San Miguel;89.0;3.0;1.0;-12.0835158;-77.09791009999998;85000.0;
282;Departamento en Venta Jr. General Clovis, Pueblo Libre, Lima;Pueblo Libre;91.0;2.0;2.0;-12.074103613680231;-77.06660635980222;129000.0;
283;Duplex en Venta Santiago De Surco, Lima;Santiago de Surco;250.0;4.0;5.0;-12.1416088;-76.99181550000003;370000.0;
284;Departamento en Venta Av. Precursores, San Miguel, San Miguel, Lima;San Miguel;89.0;3.0;3.0;-12.069915199999999;-77.09529379999998;115000.0;
285;Departamento en Venta Av. Jose De San Martín 108, San Bartolo, Lima;San Bartolo;137.0;3.0;2.0;-12.390287695318015;-76.78198467357173;220000.0;
286;Departamento en Venta Av. Pedro De Osma 307 - 522, Barranco, Lima;Barranco;54.0;2.0;2.0;-12.153016599999999;-77.0226806;175000.0;
287;Departamento en Venta Surquillo, Lima;Surquillo;93.0;3.0;3.0;-12.115734699999999;-77.01902280000002;148000.0;
288;Departamento en Venta Calle Manco Capac 3xx Miraflores, Miraflores, Lima;Miraflores;118.0;3.0;2.0;-12.12818119889926;-77.03219211481935;214900.0;
289;Departamento en Venta Calle Alfa Centauro, Surquillo, Lima;Surquillo;73.0;3.0;2.0;-12.115524309373415;-77.0044087272786;126000.0;
290;Departamento en Venta Tudela Y Varela, Miraflores, Lima;Miraflores;222.0;3.0;3.0;-12.1108399;-77.04312340000001;650000.0;
291;Departamento en Venta Calle Victor Iglesias 6xx, San Juan De Miraflores, Lima;San Juan de Miraflores;102.0;2.0;2.0;-12.1699681;-76.96893239999997;75000.0;
292;Departamento en Venta Calle 4, San Borja, Lima;San Borja;284.0;3.0;4.0;-12.090729800000002;-76.98300110000002;435000.0;
293;Duplex en Venta Reynaldo Vivanco 2xx, Santiago De Surco, Lima;Santiago de Surco;360.0;3.0;3.0;-12.1416088;-76.99181550000003;590000.0;
294;Departamento en Venta Malecon Cisneros 12xxx, Miraflores, Lima;Miraflores;220.0;3.0;4.0;-12.111061999999999;-77.03159129999999;650000.0;
295;Duplex en Venta Calle Aguada Xxx, Santiago De Surco, Lima;Santiago de Surco;233.0;3.0;3.0;-12.1191731;-76.98733990000001;360000.0;
296;Departamento en Venta Jirón Batalla De Junin 201, Barranco, Lima;Barranco;102.0;2.0;2.0;-12.1437266;-77.01902280000002;349000.0;
297;Departamento en Venta Cerca Al Centro Comercial De La Aurora, Miraflores, Lima;Miraflores;190.0;3.0;2.0;-12.122486300000002;-77.01303989999997;460000.0;
298;Departamento en Venta Av Bertolotto 1, San Miguel, Lima;San Miguel;87.0;3.0;3.0;-12.092638800000001;-77.08090670000001;145000.0;
299;Departamento en Venta Sergio Bernales, Surquillo, Lima;Surquillo;101.0;3.0;2.0;-12.1183047;-77.01555229999997;195000.0;
300;Duplex en Venta A  El Cafe La Bonbonnier, San Isidro, Lima;San Isidro;143.0;2.0;2.0;-12.089459800000002;-77.05009259999997;381617.0;
301;Duplex en Venta Chacarilla Del Estanque, Santiago De Surco, Lima;Santiago de Surco;320.0;4.0;4.5;-12.113119300000001;-76.97921739999998;550000.0;
302;Departamento en venta Calle Los Castaños Cdra. 3, San Isidro, Lima;San Isidro;150.0;3.0;2.0;-12.0971829;-77.03258499999998;380000.0;
303;Departamento en Venta Av Canada, San Borja, Lima;San Borja;32.0;1.0;1.0;-12.084887137838786;-77.0109647535034;63025.0;
304;Departamento en Venta Frente Al Colegio Casuarinas, Santiago De Surco, Lima;Santiago de Surco;136.0;3.0;3.0;-12.1669499;-76.98410469999997;235000.0;
305;Duplex en venta Av. Manuel Olguin 745, Santiago De Surco, Santiago De Surco, Lima;Santiago de Surco;96.0;2.0;2.0;-12.0969584;-76.97280790000002;215366.0;
306;Departamento en Venta Cerca A La  Cafeteria Bonbonniere  De San Isisdro, San Isidro, Lima;San Isidro;203.0;3.0;2.0;-12.089459800000002;-77.05009259999997;484750.0;
307;Departamento en Venta Calle Venecia, Miraflores, Lima;Miraflores;183.0;3.0;4.0;-12.126007000000001;-77.03588860000002;480000.0;
308;Duplex en Venta Av. Primavera, Santiago De Surco, Lima;Santiago de Surco;220.0;4.0;4.0;-12.11582;-76.98180719999998;360000.0;
309;Departamento en Venta Jr Jose Inclan San Miguel, San Miguel, Lima;San Miguel;71.0;3.0;2.0;-12.08586257529658;-77.0911399418946;87000.0;
310;Departamento en Venta Batalla De San Juan, Santiago De Surco, Lima;Santiago de Surco;103.0;3.0;1.5;-12.125852923742752;-76.98136347669066;180000.0;
311;Duplex en Venta General Cordova 444, Miraflores, Lima;Miraflores;183.0;3.0;4.0;-12.112141699999999;-77.04549700000003;405000.0;
312;Departamento en Venta Canal 2, Jesus Maria, Lima;Jesus Maria;61.0;2.0;1.0;-12.082902699999998;-77.05253359999999;95000.0;
313;Departamento en Venta Av Canada, San Borja, Lima;San Borja;70.0;3.0;2.0;-12.085030018713395;-77.01050563776944;111044.0;
314;Duplex en Venta Granados, Santiago De Surco, Lima;Santiago de Surco;147.0;3.0;3.0;-12.1416088;-76.99181550000003;298000.0;
315;Departamento en Venta Av Benavides, Miraflores, Lima;Miraflores;172.0;3.0;3.0;-12.128241699999998;-77.00512140000002;280000.0;
316;Departamento en Venta Calle Irma Gamero De Planas - Surco, Santiago De Surco, Lima;Santiago de Surco;101.0;3.0;2.0;-12.1332003276352;-77.0172899063599;160000.0;
317;Departamento en Venta Av Canada, San Borja, Lima;San Borja;57.0;2.0;2.0;-12.085155911443259;-77.01061799694213;89436.0;
318;Departamento en Venta Calle Los Castaños 310, San Isidro, Lima;San Isidro;192.0;4.0;4.0;-12.0971829;-77.03258499999998;475000.0;
319;Departamento en Venta Calle Tampumachay,, Santiago De Surco, Lima;Santiago de Surco;157.0;3.0;2.5;-12.115183199999999;-76.99337159999997;312000.0;
320;Departamento en Venta Jose Gabriel Charriarse 224, Miraflores, Lima;Miraflores;134.0;2.0;3.0;-12.12849419999999;-77.02230333121338;249000.0;
321;Departamento en Venta Calle Las Palmeras, San Isidro, Lima;San Isidro;187.0;3.0;4.0;-12.0938436;-77.0384985;420000.0;
